sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,reach,rohs,head_width,min_thread_length,finish,fastener_strength_grade_class,thread_pitch
0262FA00061,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"5/8""-11","8""",Partially Threaded,ASTM A193,UNC,"25/64""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A642,"92655A642 5/8""-11 x 8"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00061,Inch,Hex,"0.625""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/16""",,,ASTM Grade B8,
0262FA00062,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","1""",Fully Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A645,"92655A645 3/4""-10 x 1"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00062,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00063,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","1 1/4""",Fully Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A646,"92655A646 3/4""-10 x 1 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00063,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00019,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","1 1/2""",Fully Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A481,"92655A481 3/4""-10 x 1 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00019,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00064,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","1 3/4""",Fully Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A647,"92655A647 3/4""-10 x 1 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00064,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00020,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","2""",Fully Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A486,"92655A486 3/4""-10 x 2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00020,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00065,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","2 1/4""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A648,"92655A648 3/4""-10 x 2 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00065,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00021,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","2 1/2""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A489,"92655A489 3/4""-10 x 2 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00021,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00066,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","2 3/4""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A649,"92655A649 3/4""-10 x 2 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00066,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00022,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","3""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A492,"92655A492 3/4""-10 x 3"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00022,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00067,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","3 1/4""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A651,"92655A651 3/4""-10 x 3 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00067,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00023,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","3 1/2""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A495,"92655A495 3/4""-10 x 3 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00023,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00068,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","3 3/4""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A652,"92655A652 3/4""-10 x 3 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00068,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00024,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","4""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A499,"92655A499 3/4""-10 x 4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00024,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00069,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","4 1/4""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A653,"92655A653 3/4""-10 x 4 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00069,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00070,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","4 1/2""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A654,"92655A654 3/4""-10 x 4 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00070,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00071,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","5""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A655,"92655A655 3/4""-10 x 5"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00071,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00072,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","5 1/2""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A656,"92655A656 3/4""-10 x 5 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00072,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00073,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","6""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A657,"92655A657 3/4""-10 x 6"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00073,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00074,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","7""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A658,"92655A658 3/4""-10 x 7"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00074,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00075,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"3/4""-10","8""",Partially Threaded,ASTM A193,UNC,"15/32""",18-8 Stainless Steel,75000 psi,Rockwell B100,92655A659,"92655A659 3/4""-10 x 8"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00075,Inch,Hex,"0.75""",Coarse,Right Hand,Class 2A,External Hex,,,"1 1/4""",,,ASTM Grade B8,
0262FA00076,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","1""",Fully Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A663,"92655A663 7/8""-9 x 1"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00076,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00077,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","1 1/4""",Fully Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A664,"92655A664 7/8""-9 x 1 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00077,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00078,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","1 1/2""",Fully Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A665,"92655A665 7/8""-9 x 1 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00078,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00079,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","1 3/4""",Fully Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A666,"92655A666 7/8""-9 x 1 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00079,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00080,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","2""",Fully Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A667,"92655A667 7/8""-9 x 2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00080,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00081,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","2 1/4""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A668,"92655A668 7/8""-9 x 2 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00081,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00082,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","2 1/2""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A669,"92655A669 7/8""-9 x 2 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00082,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00083,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","2 3/4""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A671,"92655A671 7/8""-9 x 2 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00083,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00084,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","3""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A672,"92655A672 7/8""-9 x 3"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00084,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00085,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","3 1/4""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A673,"92655A673 7/8""-9 x 3 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00085,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00086,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","3 1/2""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A674,"92655A674 7/8""-9 x 3 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00086,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00087,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","3 3/4""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A675,"92655A675 7/8""-9 x 3 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00087,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00088,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","4""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A676,"92655A676 7/8""-9 x 4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00088,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00089,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","4 1/4""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A677,"92655A677 7/8""-9 x 4 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00089,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00090,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","4 1/2""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A678,"92655A678 7/8""-9 x 4 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00090,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00091,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","4 3/4""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A679,"92655A679 7/8""-9 x 4 3/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00091,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00092,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","5""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A681,"92655A681 7/8""-9 x 5"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00092,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00093,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"7/8""-9","5 1/2""",Partially Threaded,ASTM A193,UNC,"35/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A682,"92655A682 7/8""-9 x 5 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00093,Inch,Hex,"0.875""",Coarse,Right Hand,Class 2A,External Hex,,,"1 7/16""",,,ASTM Grade B8,
0262FA00094,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1""-8","1""",Fully Threaded,ASTM A193,UNC,"39/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A687,"92655A687 1""-8 x 1"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00094,Inch,Hex,"1""",Coarse,Right Hand,Class 2A,External Hex,,,"1 5/8""",,,ASTM Grade B8,
0262FA00095,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1""-8","1 1/4""",Fully Threaded,ASTM A193,UNC,"39/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A688,"92655A688 1""-8 x 1 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00095,Inch,Hex,"1""",Coarse,Right Hand,Class 2A,External Hex,,,"1 5/8""",,,ASTM Grade B8,
0262FA00096,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1""-8","1 1/2""",Fully Threaded,ASTM A193,UNC,"39/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A689,"92655A689 1""-8 x 1 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00096,Inch,Hex,"1""",Coarse,Right Hand,Class 2A,External Hex,,,"1 5/8""",,,ASTM Grade B8,
0262FA00097,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1""-8","2""",Fully Threaded,ASTM A193,UNC,"39/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A692,"92655A692 1""-8 x 2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00097,Inch,Hex,"1""",Coarse,Right Hand,Class 2A,External Hex,,,"1 5/8""",,,ASTM Grade B8,
0262FA00098,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1""-8","2 1/4""",Fully Threaded,ASTM A193,UNC,"39/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A693,"92655A693 1""-8 x 2 1/4"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00098,Inch,Hex,"1""",Coarse,Right Hand,Class 2A,External Hex,,,"1 5/8""",,,ASTM Grade B8,
0262FA00099,/products/screws/hex-head-screws/18-8-stainless-steel-heavy-hex-head-screws-for-high-pressure-applications/,"1""-8","2 1/2""",Partially Threaded,ASTM A193,UNC,"39/64""",18-8 Stainless Steel,75000 psi,Rockwell B96,92655A694,"92655A694 1""-8 x 2 1/2"" ASTM A193 18-8 Stainless Steel Heavy Hex Head Screws for High-Pressure Applications",0262FA00099,Inch,Hex,"1""",Coarse,Right Hand,Class 2A,External Hex,,,"1 5/8""",,,ASTM Grade B8,
